Codigo   Nome
21911    Confecção / Instalaçao / Manutenção - Vidraçaria                                                                        
21920    Confecção de Elástico para Processo com Logotipo                                                                        
21938    Confecção Quadro Aviso                                                                                                  
21946    Alienação de Materiais                                                                                                  
21954    Peça Reposição Sistema Polarográfico                                                                                    
21962    Locação Transformador Energia                                                                                           
21970    Manutenção Central de Chamada                                                                                           
21989    Instalação - Piso Madeira                                                                                               
21997    Instalação - Forro Pvc                                                                                                  
22004    Consultoria e Assessoria Técnica - Terapia Corporal                                                                     
22012    Instalação / Manutenção Suporte Projeção Visual                                                                         
22020    Instalação / Manutenção Dispositivo Sustentação/Afastamento                                                             
22039    Confecção Materiais Propaganda                                                                                          
22047    Locação Planta Ornamental                                                                                               
22055    Serviço de Profilaxia Ambiental sem Produto Químico                                                                     
22063    Instalação de Máquinas e Equipamentos para Indústria Farma- cêutica                                                     
22071    Instalação de Unidade de Água Gelada                                                                                    
22080    Instalação de Grupo Datador para Lote e Validade                                                                        
22098    Manutenção Rede Oxigênio                                                                                                
22101    Instalação / Manutenção - Persiana Entre-Vidros                                                                         
22110    Locação Equipamento / Produção Gravação - Espera Telefônica                                                             
22128    Manutenção / Instalação / Desenvolvimento Software                                                                      
22136    Remediação e Biorremediação Ambiental                                                                                   
22144    Plano Emergencial - Prevenção/Controle Ambiental                                                                        
22152    Prestação de Serviços de Bombeiro Hidráulico                                                                            
22160    Prestação de Serviços de Pedreiro                                                                                       
22179    Cessão Direito Uso Software / Arquivo                                                                                   
22187    Monitoria Exposição                                                                                                     
22195    Beneficiamento Produto Farmacêutico                                                                                     
22209    Confecção Toalha de Mesa                                                                                                
22217    Confecção Guardanapo em Tecido                                                                                          
22225    Serviço Engenharia                                                                                                      
22233    Locação Serviço                                                                                                         
22241    Manutenção e Reparo Máquina Protocolizadora                                                                             
22250    Revisão Veículo - Quilometragem                                                                                         
22268    Manutenção Máquina Lavar - Concreto                                                                                     
22276    Serviço Manuscrito                                                                                                      
22284    Fornecimento Bonus Eletrônico  / Acesso Sistema On-Line                                                                 
22292    Usinagem / Retífica / Eletroerosão                                                                                      
22306    Colocação Crédito Máquina Franqueadora Postal                                                                           
22314    Manutenção / Reparo Estabilizador Voltagem                                                                              
22322    Confecção de Trabalhos em Granito                                                                                       
22330    Confecção Sacolas                                                                                                       
22349    Adaptação / Transformação Fator de Potência Sistema Elétrico                                                            
22357    Comunicação de Dados e Frame Relay Com Roteadores                                                                       
22365    Serviços de Telecomunicações                                                                                            
22373    Exame Médico Periódico                                                                                                  
22381    Recepção Canais Analógicos TV                                                                                           
22390    Manutenção e Reparo de Cilindro de Gás                                                                                  
22403    Serviço Padeiro                                                                                                         
22411    Torneiro Mecânico                                                                                                       
22420    Prestação de Serviços de Açougueiro                                                                                     
22438    Gravação em Chapas Impressão Gráfica                                                                                    
22446    Assistência Emergencial em Viagens                                                                                      
22454    Ar Condicionado - Manutenção Sistema Central                                                                            
22462    Confecção Móvel / Artigo - Aço                                                                                          
22470    Vistoria/Avaliação e Regulação de Sinistros Aeronáuticos                                                                
22489    Manutenção Telescópio                                                                                                   
22497    CONFECÇÃO / INSTALAÇÃO FAIXAS                                                                                           
22500    CONFECÇÃO/INSTALAÇÃO DE FITA ANTIDERRAPANTE                                                                             
22519    CONFECÇÃO/INSTALAÇÃO DE PLACA DE SINALIZAÇÃO                                                                            
22527    Confecção Pré-Moldados de Concreto                                                                                      
22535    Instalação Cortina Ar                                                                                                   
22543    Serviço Instalação Grupo Gerador                                                                                        
22551    Confecção Bolsa                                                                                                         
22560    Levantamento de Dados Populacionais                                                                                     
22578    Instalação / Manutenção / Bancada Uso Laboratório                                                                       
22586    Confecção Móveis / Placas / Painéis em vidro                                                                            
22594    Reparo Prótese_Ortopédica                                                                                               
22608    Instalação / Manutenção Central Gás                                                                                     
22616    Montagem/Desmontagem/Manutenção-Máquina de Franquear                                                                    
22624    Formolização de Cadáver                                                                                                 
22632    Manutenção Bomba Combustível                                                                                            
22640    Tratamento Imagem Digital                                                                                               
22659    Mautenção e Reparo Equipagem Passadeiras Alumínio                                                                       
22667    Manutenção e Reparo Componentes Portadas Leves Militares                                                                
22675    Higienização / Conservação de Livros                                                                                    
22683    Exame Emissão Otoacústica                                                                                               
22691    Manutenção / Reparo - Equipamento Inversor de Freqüência                                                                
22705    Produção de Mapas                                                                                                       
22713    Confecção Carro Embarcação Pesquisa                                                                                     
22721    Locação Sala / Auditório                                                                                                
22730    Transporte Rodoviário - Mobiliário/Materiais/Equipamentos/Bens Pessoais                                                 
22748    Montagem Ambulatório                                                                                                    
22756    Recuperação / Manutenção Barragem para Irrigação                                                                        
22764    Pagamento Coberturas Seguro Veículo                                                                                     
22772    Transporte de Mudança - Intermunicipal                                                                                  
22780    Recuperação / Manutenção / Transporte / Transplante Plantas                                                             
22799    Instalação corrimões de ferro                                                                                           
22802    Treinamento na Área de Saúde                                                                                            
22810    Confecção de Cordão para Crachá                                                                                         
22829    Locação / Manutenção Máquina Hemodiálise                                                                                
22837    Manutenção Sistema Tratamento d´Água - Máquina Hemodiálise /Sistema Central de Ar Condicionado                          
22845    Fornecimento de Água e Coleta de Esgoto Sanitário                                                                       
22853    Remoção / Instalação / Reparo - Caixa Marcha                                                                            
22861    Prestação Serviço Copa / Cozinha                                                                                        
22870    Monitoramento Informação Mídia Eletrônica                                                                               
22888    Locação Bens Móveis                                                                                                     
22896    Conservação / Manutenção / Restauração de Rodovia                                                                       
22900    Criação e Manutenção de Organizações para Pesquisas Científicas                                                         
22918    Cooperação / Convênios / Contratos - Área Nacional e Internacional                                                      
22926    Serviços de Conservação de Recursos Genéticos                                                                           
22934    Serviços Especializados em Biotecnologia                                                                                
22942    Pesquisa,Desenvolvimento e Aperfeiçoamento de Biotecnologias                                                            
22950    ESPECIALIZADOS DE PLANEJAMENTO/IMPLANTAÇÃO E OPERAÇÃO DE CENTRAL DE ATENDIMENTO                                         
22969    Restauração/Conservação e Preservação de Patrimônio Históri-co                                                          
22977    Inatalação/Manutenção - Circuito Fechado TV                                                                             
22985    INSTALAÇÃO / MANUTENÇÃO- BOMBAS HIDRÁULICAS                                                                             
22993    Informática - Suporte Técnico ( Software / Equipamentos )                                                               
23000    Assinatura de Periodicos Oficiais                                                                                       
23019    LOCAÇÃO APARELHO TRANSMISSÃO/RECEPÇÃO MENSAGENS                                                                         
23027    Fornecimento Passagem Rodoviária - Menor Taxa de Serviço                                                                
23035    Manutenção em Equipamento de Absorção Atômica                                                                           
23043    Curso Autocad                                                                                                           
23051    Fornecimento Cartão / Crédito Telefone Celular                                                                          
23060    Fiscalização Obras Civis                                                                                                
23078    Curso Tratamento / Manutenção Piscina                                                                                   
23086    Instalação / Manutenção - Rede Distribuição Gás                                                                         
23094    Locação/Manutenção - Equipamento Controle Acesso Pessoa                                                                 
23108    Assinatura de Jornais e Periódicos Acesso Sistema On-line                                                               
23116    Locação Pré-Moldados de Concreto                                                                                        
23124    Serviço Especializado em Assistência Social                                                                             
23132    Pagamento Fatura Telefônica                                                                                             
23140    Prestação de Serviço de Reprografia Envolvendo Equipamento/ Operação/Suprimentos - Reprodução Cor Preta                 
23159    Prestação de Serviço de Reprografia Envolvendo Equipamento/ Operação/Suprimentos - Reprodução Colorida                  
23167    Prestação de Serviço de Reprografia - Locação de EquipamentoReprodução Cor Preta                                        
23175    Prestação de Serviço de Reprografia - Locação de EquipamentoReprodução Colorida                                         
23183    Prestação de Serviço de Reprografia - Operação de Equipamen-to                                                          
23191    Prestação de Serviço de Transporte Para Servidor - Diária de2ª a 6ª-feira                                               
23213    Prestação de Serviço de Transporte Para Servidor - Diária de2ª a Domingo                                                
23230    Prestação de Serviço de Transporte Para Servidor - Diária deSábado / Domingo / Feriados                                 
23248    Prestação de Serviço de Transporte Para Serviço - Mensal de 2ª a 6ª-Feira                                               
23256    Prestação de Serviço de Emissão de Bilhete de Passagem AéreaNacional - Perc. Desconto Sobre Volume Total de Vendas      
23264    Prestação de Serviço de Transporte Para Servidor - Mensal de2ª a Domingo                                                
23272    Prestação de Serviço de Emissão de Bilhete de Passagem AéreaNacional - Perc. Desconto Sobre Comissão Vendas             
23280    Prestação de Serviço de Emissão de Bilhete de Passagem AéreaInternacional - Perc. Desconto Sobre Volume Total de Vendas 
23299    Prestação de Serviço de Transporte Para Servidor - Mensal deSábado / Domingo / Feriados                                 
23302    Prestação de Serviço de Emissão de Bilhete de Passagem AéreaInternacional - Perc. Desconto Sobre Comissão Vendas        
23310    Prestação de Serviço de Transporte Para Servidor - Por Hora                                                             
23329    Prestação de Serviço de Limpeza e Conservação - Áreas Inter NAS - 44 HORAS SEMANAIS DIURNAS - 550 M2/MÊS                
23345    Prestação de Serviço de Limpeza e Conservação - Áreas Inter nas - 12 Horas Diurnas - 2ª a Domingo - Outra Produtividade 
23353    Prestação de Serviço de Transporte Para Servidor - 12 Horas Diurnas de 2ª a 6ª-Feira                                    
23361    Prestação de Serviço de Limpeza e Conservação - Áreas Inter-nas - 12 Horas Diurnas - 2ª a 6ª Feira - Outra Produtividade
23370    Prestação de Serviço de Limpeza e Conservação - Áreas Inter-nas-12 Horas Diurnas-Sáb/Dom e Feriado - Outra Produtividade
23388    Prestação de Serviço de Transporte Para Servidor - Condução de Veículo - 44 Horas Semanais Diurnas                      
23396    Prestação de Serviço de Limpeza e Conservação - Áreas Inter-nas - 12 Horas Noturnas - 2ª a Domingo - Outra Produtividade
23400    Prestação de Serviço de Limpeza e Conservação - Áreas Inter-nas-12 Horas Noturnas - 2ª a 6ª Feira - Outra Produtividade 
23418    Prestação de Serviço de Transporte Para Servidor - Condução de Veículo - 12 Horas Diurnas de 2ª a Domingo               
23426    Prestação de Serviço de Limpeza e Conservação - Áreas Inter-nas-12 Horas Noturnas-Sáb/Dom e Feriado-Outra Produtividade 
23434    Prestação de Serviço de Limpeza e Conservação - Áreas Exter-nas - 44 Horas Semanais Diurnas - 1100 M2/Mês               
23442    Prestação de Serviço de Transporte Para Servidor - Condução de Veículo - 12 Horas Diurnas de Sábado / Domingo / Feriados
23450    Prestação de Serviço de Limpeza e Conservação - Áreas Exter-nas - 12 Horas Diurnas - 2ª a Domingo - Outra Produtividade 
23469    Prestação de Serviço de Transporte Para Servidor - Condução de Veículo - 12 Horas Noturnas de 2ª a 6ª-Feira             
23477    Prestação de Serviço de Limpeza e Conservação - Áreas Exter-nas - 12 Horas Diurnas - 2ª a 6ª Feira - Outra Produtividade
23485    Prestação de Serviço de Limpeza e Conservação - Áreas Exter-nas-12 Horas Diurnas-Sáb/Dom e Feriado - Outra Produtividade
23493    Prestação de Serviço de Transporte Para Servidor - Condução de Veículo - 12 Horas Noturnas de 2ª a Domingo              
23507    Prestação de Serviço de Vigilância e Segurança - Orgânica - 44 Horas Semanais Diurnas                                   
23515    Prestação de Serviço de Limpeza e Conservação - Áreas Exter-nas - 12 Horas Noturnas - 2ª a Domingo - Outra Produtividade
23523    Prestação de Serviço de Limpeza e Conservação - Áreas Exter-nas-12 Horas Noturnas - 2ª a 6ª Feira - Outra Produtividade 
23531    Prestação de serviço de Transporte Para Servidor - Condução de Veículo - 12 Horas Noturnas de Sábado/Domingo/Feriados   
23540    Prestação de Serviço de Limpeza e Conservação - Áreas Exter-nas-12 Horas Noturnas-Sáb/Dom e Feriado-Outra Produtividade 
23558    Prestação de Serviço de Transporte Para Servidor - Condução de Veículo - Por Hora                                       
23566    Prestação de Serviço de Limpeza e Conservação - Esquadrias  Externas - Freqüência 16H/Mensal - 200 M2 / Mês             
23574    Prestação de serviço de Transporte Para Servidor Envolvendo Veículo/Condução/Manutenção/Combustível-44H Semanais Diurnas
23582    Prestação de Serviço de Limpeza e Conservação - Fachadas    Envidraçadas - Freqüência 8H/Semestre - 100 M2 / Mês        
23590    Prestação de Serviço de Limpeza e Conservação - Áreas Hospi-talares - 44 Horas Semanais Diurnas - 300 M2 / Mês          
23604    Prestação de Serviço de Limpeza e Conservação - Áreas Hospi-talares-12 Horas Diurnas- 2ª a Domingo - Outra Produtividade
23612    Prestação de serviço de Transporte Para Servidor Envolvendo Veic/Condução/Manut/Combustível-12H Diurnas de 2ª a 6ª-Feira
23620    Prestação de Serviço de Limpeza e Conservação - Áreas Hospi-talares-12 Horas Diurnas-2ª a 6ª Feira - Outra Produtividade
23639    Prestação de Serviço de Limpeza e Conservação-Áreas Hospita-lares-12 Horas Diurnas-Sáb/Dom e Feriado-Outra Produtividade
23647    Prestação de Serviço de Vigilância e Segurança - Orgânica - 12 Horas Diurnas - 2ª a Domingo                             
23655    Prestação de Serviço de Limpeza e Conservação - Áreas Hospi-talares-12 Horas Noturnas - 2ª a Domingo-Outra Produtividade
23663    Prestação de Serviço de Transporte Para Servidor Envolvendo Veíc/Condução/Manut/Combustível-12H Diurnas de 2ª a Domingo 
23671    Prestação de Serviço de Limpeza e Conservação - Áreas Hospi-talares-12 Horas Noturnas-2ª a 6ª Feira-Outra Produtividade 
23680    Prestação de Serviço de Limpeza e Conservação-Áreas Hospila-lares-12 Horas Noturnas-Sáb/Dom/Feriado-Outra Produtividade 
23698    Prestação de serviço de Transporte Para Servidor Envolvendo VEíC/CONDUçãO/MANUT/COMBUSTíVEL-12H DIURNAS SAB/DOM/FERIADOS
23701    Prestação de Serviço de Vigilância e Segurança - Orgânica - 12 HORAS DIURNAS - 2ª A 6ª-FEIRA                            
23728    Prestação de Serviço de Transporte Para Servidor Envolvendo Veic/Conduc/Manut/Combustível-12H Noturnas de Seg a Domingo 
23736    Prestação de Serviço de Transporte Para Servidor Envolvendo VEíC/CONDUC/MANUT/COMBUSTíVEL - 12H NOTURNAS DE SEG A SEXTA 
23744    Prestação de Serviço de Transporte Para Servidor Envolvendo Veic/Conduc/Manut/Combustível-12H Noturnas Sab/Dom/Feriados 
23795    Prestação de Serviço de Vigilância e Segurança - Orgânica - 24 Horas Diuturnas                                          
23809    Prestação de Serviço de Vigilância e Segurança - Eletrônica 12 Horas Diurnas - 2ª a Domingo                             
23817    Prestação de Serviço de Vigilância e Segurança - Eletrônica 12 Horas Diurnas - 2ª a 6ª-Feira                            
23825    Prestação de Serviço de Vigilância e Segurança - Eletrônica 12 Horas Diurnas - Sábado/Domingo/Feriados                  
23833    Prestação de Serviço de Vigilância e Segurança - Eletrônica 12 Horas Noturnas - 2ª a Domingo                            
23841    Prestação de Serviço de Vigilância e Segurança - Eletrônica 12 Horas Noturnas - 2ª a 6ª-Feira                           
23850    Prestação de Serviço de Vigilância e Segurança - Eletrônica 12 Horas Noturnas - Sábado/Domingo/Feriados                 
23868    Prestação de Serviço de Vigilância e Segurança - Eletrônica 24 Horas Diuturnas                                          
23876    Prestação de Serviço de Vigilância e Segurança - Orgânica e Eletrônica (Integrada) - 44 Horas Semanais Diurnas          
23884    Prestação de Serviço de Vigilância e Segurança - Orgânica e Eletrônica (Integrada) - 12 Horas Diurnas - 2ª a Domingo    
23892    Prestação de Serviço de Vigilância e Segurança - Orgânica e ELETRôNICA (INTEGRADA) - 12 HORAS DIURNAS - 2ª A 6ª-FEIRA   
23906    Prestação de Serviço de Vigilância e Segurança - Orgânica e Eletrônica (Integrada) - 12 Horas Diurnas - Sáb/Dom/Feriados
23914    Prestação de Serviço de Vigilância e Segurança - Orgânica e Eletrônica (Integrada) - 12 Horas Noturnas - 2ª a Domingo   
23922    Prestação de Serviço de Vigilância e Segurança - Orgânica e Eletrônica (Integrada) - 12 Horas Noturnas - 2ª a 6ª-Feira  
23930    Prestação de Serviço de Vigilância e Segurança  - Orgânica e Eletrônica (Integrada) - 24 Horas Diuturnas                
23949    Prestação de Serviço de Vigilância e Segurança - Orgânica   12 Horas Diurnas - Sábado / Domingo / Feriados              
23957    Prestação de Serviço de Vigilância e Segurança - Orgânica   12H Noturnas - 2ª a Domingo                                 
23965    Prestação de Serviço de Vigilância e Segurança - Orgânica   12H Noturnas - 2ª a 6ª-Feira                                
23973    Prestação de Serviço de Vigilância e Segurança - Orgânica   12 Horas Noturnas - Sábado / Domingo / Feriados             
23981    Prestação de Serviço de Vigilância e Segurança -  Orgânica eEletrônica (Integrada) - 12H Noturnas - Sáb/Dom/Feriados    
23990    Prestação de Serviços de Informática Operação de Computador                                                             
24015    SERVIÇO DE VIGILÂNCIA ARMADA                                                                                            
24023    Prestação de Serviço de Limpeza e Conservação - Outras      Necessidades                                                
24031    Prestação de Serviço de Limpeza e Conservação - Áreas Inter-nas - 44 Horas Semanais Diurnas - Outra Produtividade       
24040    Prestação de Serviço de Limpeza e Conservação - Áreas Exter-nas - 44 Horas Semanais Diurnas - Outra Produtividade       
24058    Prestação de Serviço de Limpeza e Conservação - Esquadrias  Externas - Freqüência 16H/Mensal - Outra Produtividade      
24066    Prestação de Serviço de Limpeza e Conservação - Fachadas    Envidraçadas - Freqüência 8H/Semestre - Outra Produtividade 
24074    Prestação de Serviço de Limpeza e Conservação - Áreas Hospi-talares - 44 Horas Semanais Diurnas - Outra Produtividade   
24082    Prestação de Serviço de Reprografia - Outras Necessidades                                                               
24090    Prestação de Serviço de Limpeza e Conservação -  Áreas Internas - Outras Necessidades - Outra Produtividade             
24104    Prestação de Serviço de Limpeza e Conservação - Áreas Exter-nas - Outras Necessidades.                                  
24112    Prestação de Serviço de Limpeza e Conservação - Esquadrias  Externas - Outras Necessidades - Outra Produtividade        
24120    Prestação de Serviço de Limpeza e Conservação - Fachadas En-vidraçadas - Outras Necessidades - Outra Produtividade      
24139    Prestação de Serviço de Limpeza e Conservação - Áreas Hospi-talares - Outras Necessidades - Outra Produtividade         
24147    Prestação de Serviço de Vigilância e Segurança - Orgânica - Outras Necessidades                                         
24155    Prestação de Serviço de Vigilância e Segurança - Eletrônica-Outras Necessidades                                         
24163    Prestação de Serviço de Vigilância e Segurança - Orgânica e Eletrônica (Integrada) - Outras Necessidades                
24171    Prestação de Serviço de Emissão de Bilhete de Passagem AéreaNac e Internac - Desc Sobre Volume Total de Vendas          
24180    Prestação de Serviço de Emissão de Bilhete de Passagem AéreaNac e Internac - Desc Sobre Comissão Vendas                 
24198    Prestação de Serviço de Transporte Para Servidor - Outras   Necessidades                                                
24201    Prestação de Serviço de Transporte  Para Servidor - Conduçãode Veículo - Outras Necessidades                            
24210    Prestação de serviço de Transporte Para Servidor Envolvendo Veículo/Condução/Manutenção/Combustível-Outras Necessidades 
24236    Prestação de Serviço de Jardinagem - Canteiros Ornamentais -44H Semanais Diurnas - 300 M2/Mês                           
24244    Prestação de Serviço de Jardinagem - Canteiros Ornamentais -44h Semanais Diurnas - Outra Produtividade                  
24252    Prestação de Serviço de Jardinagem - Canteiros Ornamentais -Outras Necessidades - Outra Produtividade                   
24260    Prestação de Serviço de Jardinagem - Gramados -44H Semanais Diurnas - 900 M2/Mês                                        
24279    Prestação de Serviço de Jardinagem - Gramados - 44H SemanaisDiurnas - Outra Produtividade                               
24287    Prestação de Serviço de Jardinagem - Gramados - Outras Necessidades - Outra Produtividade                               
24295    Prestação de Serviço de Jardinagem - Áreas Brutas - 44H Semanais Diurnas - 600 M2/Mês                                   
24309    Prestação de Serviço de Jardinagem - Áreas Brutas - 44H Semanais Diurnas - Outra Produtividade                          
24317    Prestação de Serviço de Jardinagem - Áreas Brutas - Outras necessidades - Outra Produtividade                           
24325    Prestação de Serviço de Jardinagem - Outros Serviços - OutraProdutividade                                               
24333    Serviço de Licença pelo Uso de Software                                                                                 
24341    Serviço de Transporte para Servidor Envolvendo Veículo/Manutenção/Combustível - 24 Horas Ininterruptas - Seg a Serviço d
24350    Serviço de reciclagem de resíduos não Metálicos                                                                         
24368    Serviço Manutenção / Reforma - Prótese                                                                                  
24376    Instalação e Montagem de Palco                                                                                          
24384    Elaboração de Minuta de Edital para Concurso de Seleção de  Projetos                                                    
24392    Serviços de Produção e Negócios                                                                                         
24406    Serviço de Blindagem Industrial,Comercial e Residencial(Construção e Montagem)                                          
24414    Serviço de locação de materiais blindados em geral                                                                      
24422    Consulta Médica Urologia                                                                                                
24430    Consulta Médica Cirurgião Geral                                                                                         
24449    Consulta Médica - Proctologia                                                                                           
24457    Análise / Identificação / Classificação de Pragas                                                                       
24465    Serviços de Manutenção Aeroportuária                                                                                    
24473    Lavagem Painel Divisório                                                                                                
24481    Lançamento Linhas Flexíveis                                                                                             
24490    Construção Montagem de Dutos Terrestre                                                                                  
24503    Assessoria                                                                                                              
24520    Manutenção Pista Duto                                                                                                   
24538    Manutenção Industrial                                                                                                   
24546    Manutenção Equipamentos Estáticos                                                                                       
24554    Manutenção Equipamentos Dinâmicos                                                                                       
24562    Manutenção - Troca de Catalizador                                                                                       
24570    Manutenção - Equipamentos de Poços                                                                                      
24589    Locação Sonda Perfuração e Produção                                                                                     
24597    Manutenção - Planejamento de Serviços                                                                                   
24600    Locação Sondas e Plataformas - Transhipment                                                                             
24619    Estudos e Projetos - Base/Tancagens - Subterrânea                                                                       
24627    Estudo e Projetos de Dutos Terrestres                                                                                   
24635    Estudos e Projetos de Dutos Marítimos                                                                                   
24643    Estudos e Projetos de Terminais Marítimos                                                                               
24651    Estudos e Projetos de Proteção Catódica                                                                                 
24660    Estudos e Projetos - Base/Tancagem - Movimentação Produtos                                                              
24678    Projetos de Sistemas de Geração e Distribuição de Vapor                                                                 
24686    Operação de Veículo Submarino com Controle Remoto - ROV                                                                 
24694    Transporte Dutoviário                                                                                                   
24708    Tratamento de Resíduos                                                                                                  
24716    Serviços em Poços de Petróleo                                                                                           
24724    Investimento Coligada/Controlada                                                                                        
24732    Patrocínio                                                                                                              
24740    Doação                                                                                                                  
24759    Pesquisa e Desenvolvimento Tecnológico                                                                                  
24767    Manutenção de Hidrovias                                                                                                 
24775    Serviço de Transporte Hidroviário                                                                                       
24783    Implantação / Remanejamento/ Infovia / Fibra Óptica                                                                     
24791    Fornecimento de Passagem Fluvial                                                                                        
24805    Serviço de Ajuste e Montagem de Peças e Produtos                                                                        
24813    Serviços de Alvenaria                                                                                                   
24821    Serviço de Fundição                                                                                                     
24830    Transporte Marítimo/Costeiro e Transoceânico de Carga em Navios Tanques                                                 
24848    Transporte Fluvial/Interior de Carga em Navios Tanques                                                                  
24856    Transporte Ferroviário de Carga por Vagão Tanque                                                                        
24864    Transporte Rodoviário de Carga por Caminhões Tanque ou Tanques Semi-Trailers                                            
24872    Prestação de Serviços de Sinaleiro Ferroviário                                                                          
24880    Manutenção Bafometro - Etilometro                                                                                       
24899    Serviços Correlatos a Poços Profundos                                                                                   
24902    Serviços de Plotagem                                                                                                    
24910    Serviços de Praticagem e Atracação                                                                                      
24929    Instalação / Montagem / Desmontagem - Tamque Combustível                                                                
24937    Estudos e Projetos - Fontes Alternativas de Energia Elétrica                                                            
24945    Regeneração de Resina                                                                                                   
24953    Fornecimento Passagem Ferroviária                                                                                       
24961    Controle de Acesso - Bilheteiro                                                                                         
24970    Serviços de Tecnologia da Informação e Apoio Técnico de Atividades de Informática                                       
24988    Serviços de Suporte de Divulgação em Comunicação Social.                                                                
24996    Serviços Acessórios e Complementares em Atividades de Administração, Recursos Humanos e Recursos Financeiros.           
25003    Administração de Infra-estrutura de Perímetro Irrigado                                                                  
25011    Gráfico - Confecção Tiquetes                                                                                            
25020    Seguro Aeronaves                                                                                                        
25046    Serviço Auxiliar de Laboratório / Odontólogo                                                                            
25054    Impressão Digital                                                                                                       
25062    Confecção Estruturas Metálicas                                                                                          
25070    Análise Microscopia Eletrônica de Varredura e Espectroscopiade Raios X                                                  
25089    Locação de Veículos - Leves / Pesados / Com Motorista                                                                   
25097    Recuperação de Munição                                                                                                  
25100    Serviço Corte Papel                                                                                                     
25119    Serviço de Cálculo / Desenho e Memorial Descritivo                                                                      
25127    Manutenção Cofre                                                                                                        
25135    Serviço Rede Comunicação Dados e Imagem                                                                                 
25143    Serviço de Adestramento de Animais                                                                                      
25151    Manutenção e Reparo de Material Esportivo / Brinquedo                                                                   
25160    Manutenção e Recuperação de Capacete                                                                                    
25178    REVISÃO DA HASTE INTERNA DE TUBO EXTERNO;                   REVISÃO ARTICULAÇÃO DISTAL E PROXIMAIL.                     
25186    Treinamento em Fiscalização Aduaneira                                                                                   
25194    Serviço Especializado de Limpeza                                                                                        
25208    Transporte Aéreo - Cargas / Encomendas                                                                                  
25216    Serviço de Revisão Automotiva                                                                                           
25224    Recuperação de Distintivos e Insígnias                                                                                  
25232    Pagamento Inscrição Eventos                                                                                             
25240    Serviço de Confecção de capas / Coberturas                                                                              
25259    Remanejamento de Equipamento / Mobiliário                                                                               
25267    Manutenção / Reparo Máquina Gelo                                                                                        
25275    Prestação de Serviços de Piloto de Aeronave                                                                             
25283    Prestação de Serviços de Marcheteiro                                                                                    
25291    CONVERSÃO DE FITA VHS PARA DVD                                                                                          
25305    REPRODUÇÃO DE FITAS VHS                                                                                                 
25313    REPRODUÇÃO DE FITAS VHS                                                                                                 
25321    Instalação - Persianas Verticais/Horizontais                                                                            
25330    Diagramação Eletrônica e Projeto Gráfico                                                                                
25348    Exame Urológico                                                                                                         
25356    Serviço de Lanternagem e Pintura                                                                                        
25364    Serviço de Vacinação                                                                                                    
