Codigo   Nome                                                                                                Classe
17510    HEPTANO                                                                                             6810
17512    PLACA ESTUFA                                                                                        6640
17513    SAPATILHA FEMININA                                                                                  8435
17514    FURANO                                                                                              6810
17515    FURALDEÍDO                                                                                          6810
17516    LINHA PEDREIRO                                                                                      5210
17517    FORMIATO DE METILA                                                                                  6810
17518    CARBONATO DE ESTRÔNCIO                                                                              6810
17519    CARBONATO DE MANGANÊS                                                                               6810
17520    ÁCIDO ETILENOGLICOLDIAMINOETILETERTETRACÉTICO                                                       6810
17521    PAPEL INGRES                                                                                        9310
17522    PENTE ELETROFORESE                                                                                  6640
17523    PAPEL EMBORRACHADO                                                                                  9310
17524    PROFENOFÓS                                                                                          6840
17527    KAPTOR FLEX                                                                                         6625
17528    CICLOHEXANOL                                                                                        6810
17529    HIDRAZINA                                                                                           6810
17530    PITÃO                                                                                               5315
17531    JUNTA DE BOCA VISITA                                                                                5330
17532    NITRATO DE MANGANÊS                                                                                 6810
17533    ÓXIDO DE LANTÂNIO                                                                                   6810
17535    CERÂMICA ORTOPÉDICA                                                                                 6515
17536    CONJUNTO VÁLVULA INJETORA                                                                           6685
17538    DIFUSOR GÁS                                                                                         3433
17539    DUTASTERIDA                                                                                         6505
17541    CARTUCHO TONER IMPRESSORA/COPIADORA 3M                                                              7045
17542    PAPEL ROLO                                                                                          7510
17544    JUNTA CILINDRO                                                                                      3230
17545    PROTETOR MÃO                                                                                        3230
17546    JUNTA SILENCIADOR                                                                                   3230
17547    MANGUEIRA ASPIRALADA                                                                                5975
17548    IVABRADINA CLORIDRATO                                                                               6505
17549    HIDRÓXIDO DE FERRO III                                                                              6505
17550    COAGULANTE DE TINTA                                                                                 8010
17551    SISTEMA ILUMINAÇÃO - FOTOGRAFIA                                                                     6750
17552    PAINEL COMANDO                                                                                      6110
17553    AMIDOGLICOLATO DE SÓDIO                                                                             6810
17554    MEDIDOR UMIDADE                                                                                     6685
17555    PADRÃO REFERÊNCIA                                                                                   6550
17556    TESTADOR SOLDA                                                                                      6685
17557    PAPEL CHAMBRIL                                                                                      9310
17558    MALETA ARQUIVO                                                                                      7510
17559    PARAFUSO PARA MOTOSERRA                                                                             3230
17560    PEÇA / ACESSÓRIO - MOTOSERRA                                                                        3230
17561    APARELHO VÍDEOCASSETE E DVD                                                                         7730
17562    SOLUÇÃO LIMPADORA                                                                                   7930
17563    TUNGSTÊNIO                                                                                          6810
17564    ATOMADIZADOR                                                                                        4410
17565    LÍTIO ELEMENTAR                                                                                     6810
17567    ÓXIDO DE TELÚRIO                                                                                    6810
17568    METASSILICATO DE SÓDIO                                                                              6810
17570    PLACA CONTROLE                                                                                      6110
17571    CONJUNTO DE EIXO                                                                                    3540
17572    EIXO DOBRADOR                                                                                       3540
17573    MOLA MANCAL                                                                                         3540
17574    APARELHO GINÁSTICA                                                                                  7830
17575    CORREIA ALIMENTAÇÃO                                                                                 3540
17576    URETANA                                                                                             6810
17577    DICIANO-NAFTALENO                                                                                   6810
17578    BUTIL-ACETIL-AMINOPROPIONATO DE ETILA                                                               6810
17579    TERT-BUTILDIMETILSILANO                                                                             6810
17580    CICLO-HEXENONA                                                                                      6810
17581    1-AMINOPROPAN-2-OL (AMINOPROPANOL)                                                                  6810
17582    FILTRO SECADOR                                                                                      4130
17583    CONJUNTO EMBUTIMENTO A FRIO                                                                         6640
17584    CASTELO PARA REGISTRO                                                                               5330
17585    REPARO CILINDRO FREIO                                                                               2530
17586    ANEL VEDAÇÃO ARMAMENTO                                                                              1095
17587    PARAFUSO ARMAMENTO                                                                                  1095
17588    ANILHA                                                                                              6640
17589    RODA FILTRO ÓTICO                                                                                   6640
17590    VAPORIZADOR                                                                                         6515
17591    INTERFACE CELULAR                                                                                   5805
17592    PAINEL DE CONTROLE                                                                                  6625
17593    ERLENMEYER                                                                                          6640
17595    PASTA ANTIPEGA                                                                                      6850
17596    DESLORATADINA                                                                                       6505
17597    BUCHA FEIXE DE MOLA                                                                                 2510
17598    BOMBA EMBREAGEM VEÍCULO AUTOMOTIVO                                                                  2520
17599    GRAMPEADOR                                                                                          6515
17600    ATUADOR EMBREAGEM VEÍCULO AUTOMOTIVO                                                                2520
17601    PAPEL CREPEL                                                                                        9310
17602    NEPAFENACO                                                                                          6505
17603    ÁCIDOS GRAXOS POLIINSATURADOS DE ORIGEM VEGETAL                                                     6505
17604    ESCITALOPRAM OXALATO                                                                                6505
17605    COMPONENTE EMBARCAÇÃO                                                                               1940
17606    CICLOPIROX OLAMINA                                                                                  6505
17607    TERCONAZOL                                                                                          6505
17608    ZOLMITRIPTANA                                                                                       6505
17609    PRASEODÍMIO                                                                                         6810
17610    PROTETOR GENITAL                                                                                    7810
17611    DESCASCADOR LARANJA                                                                                 7320
17612    CARBIDOPA                                                                                           6810
17613    CONJUNTO EMBREAGEM                                                                                  7025
17614    PEDESTAL BANNER                                                                                     7290
17615    PROTETOR FONE                                                                                       5965
17616    PORTA-CANETA                                                                                        7520
17617    PORTA-PATÊ                                                                                          7310
17618    SEPARADOR PASTAS                                                                                    7510
17619    ENSACADEIRA                                                                                         3605
17620    CARTUCHO TINTA IMPRESSORA APOLLO                                                                    7045
17621    CORREIA MOTOR                                                                                       2990
17622    SUPORTE MICTÓRIO                                                                                    4510
17623    PELE INSTRUMENTO MUSICAL                                                                            7720
17624    CAIXA CLARA                                                                                         7720
17625    TAMPA CEGA                                                                                          4730
17626    GARFO JUNTA UNIVERSAL                                                                               2520
17627    TAMPA CARCAÇA                                                                                       2520
17628    CÂMARA ESCURA                                                                                       6640
17629    ROLO GUIA IMPRESSORA                                                                                7045
17630    MOLA IMPRESSORA                                                                                     7045
17631    TAROL                                                                                               7710
17632    CARTÃO-CONVITE                                                                                      7540
17633    GRADE DE POLARIZAÇÃO                                                                                7045
17635    CURSOR PARA ZÍPER                                                                                   8315
17636    FIO                                                                                                 8310
17637    FILTRO ÓLEO LUBRIFICANTE                                                                            2940
17639    HIGIENIZADOR                                                                                        7290
17640    MEDIDOR UMIDADE                                                                                     6636
17641    PERCURSOR                                                                                           3820
17642    MESA ENROLADEIRA                                                                                    6760
17643    PISTOLA DE PULVERIZAÇÃO                                                                             4940
17644    CABO BLINDADO                                                                                       7045
17645    MANGUEIRA                                                                                           6515
17646    ESTOJO FOTOGRÁFICO                                                                                  6780
17647    CARCAÇA                                                                                             6680
17648    FOSFATO ZINCO                                                                                       6520
17649    TINTA EMBORRACHAMENTO AUTOMOTIVO                                                                    8010
17650    CLORFENAMINA MALEATO                                                                                6505
17651    PONTA TRANSPARENTE                                                                                  6750
17652    SERVIDOR APLICATIVO                                                                                 7010
17653    DISCO RÍGIDO REMOVÍVEL                                                                              7025
17655    REFIL ÍNDICE                                                                                        7510
17656    PEDESTAL                                                                                            7195
17658    PONTE MEDIÇÃO LCR                                                                                   6625
17659    DIVISOR DE FEIXE ÓTICO                                                                              6630
17662    PLACA AQUISIÇÃO DE SINAIS                                                                           7025
17665    GLATIRÂMER ACETATO                                                                                  6505
17666    LANREOTIDA ACETATO                                                                                  6505
17667    ARTEMÉTER                                                                                           6505
17668    ARTESUNATO DE SÓDIO                                                                                 6505
17669    MEGLUMINA ANTIMONIATO                                                                               6505
17670    SULFATO DE FERRO II                                                                                 6810
17671    2,4-BIS(DIFENILFOSFINO)PENTANO                                                                      6810
17672    ÁCIDO QUINOLÍNICO                                                                                   6810
17673    SULFETO DE MERCÚRIO                                                                                 6810
17674    NIÓBIO                                                                                              6810
17676    BUTIL-LÍTIO                                                                                         6810
17677    CLOZAPINA                                                                                           6505
17678    DONEPEZILA                                                                                          6505
17679    MOLGRAMOSTIM                                                                                        6505
17680    ENTACAPONA                                                                                          6505
17681    ETOSSUXIMIDA                                                                                        6505
17682    PPD - DERIVADO PROTÊICO PURIFICADO                                                                  6550
17683    ÁCIDO OLEANÓLICO                                                                                    6810
17684    SEVELAMER                                                                                           6505
17685    IMIGLUCERASE                                                                                        6505
17686    INTERFERONA                                                                                         6505
17687    PRAMIPEXOL                                                                                          6505
17688    RILUZOL                                                                                             6505
17689    QUETIAPINA                                                                                          6505
17690    TRIENTINA CLORIDRATO                                                                                6505
17692    TOLCAPONA                                                                                           6505
17694    LOUSA INTERATIVA                                                                                    7110
17696    BARRA ERICH                                                                                         6520
17697    MÓDULO DE ENTRADA DE SINAL                                                                          7025
17698    TERPINENO                                                                                           6810
17700    FENOFIBRATO                                                                                         6505
17701    ANÉIS DE IDENTIFICAÇÃO INSTRUMENTAIS                                                                6515
17702    SILANO                                                                                              6520
17703    ROLO ALIMENTADOR MÁQUINA COPIADORA                                                                  7025
17704    FOGÃO ELÉTRICO                                                                                      7310
17705    ÓXIDO DE COBRE                                                                                      6810
17706    SENSOR PRESSÃO                                                                                      6695
17707    CROMOGLICATO DE SÓDIO                                                                               6505
17708    DIPIRONA SÓDICA                                                                                     6505
17709    ESTRIOL                                                                                             6505
17710    FITA UMBILICAL                                                                                      6515
17711    MARCADOR DE INSTRUMENTAL                                                                            6515
17712    CUTELO                                                                                              7340
17714    MIANSERINA CLORIDRATO                                                                               6505
17715    HEXAFLUOROPROPANOL                                                                                  6810
17716    PAPEL GOFFRATA                                                                                      9310
17717    PAPEL POLYESTER                                                                                     9310
17718    PAPEL GRANITO                                                                                       9310
17719    PAPEL METÁLICO                                                                                      9310
17721    APLICADOR TINTURA                                                                                   8530
17722    GRAMPO CABELO                                                                                       8530
17723    UNIDADE DIGESTÃO AMOSTRAS                                                                           6695
17724    ADAPTADOR ELETRÔNICO                                                                                6695
17725    PLACA AQUISIÇÃO DADOS                                                                               6695
17726    ROLETE DE BIELA                                                                                     2805
17727    TIANFENICOL                                                                                         6505
17728    PRÓTESE FACIAL                                                                                      6520
17729    PRENDEDOR DE CABELO                                                                                 8530
17730    DIAFRAGMA                                                                                           6695
17731    MICROGARRA PNEUMÁTICA                                                                               6695
17732    TUBO GRAFITE PIROLÍTICO                                                                             6695
17733    ROLO ESPUMA                                                                                         7830
17734    BETAISTINA DICLORIDRATO                                                                             6505
17735    PLACA MEDIÇÃO                                                                                       6695
17737    CABECEADO ENCADERNAÇÃO                                                                              7510
17739    FIVELA                                                                                              8440
17740    IDENTIFICADOR BIOMÉTRICO DIGITAL                                                                    6350
17741    CRIPTÓGRAFO                                                                                         5810
17742    DROTRECOGINA ALFA                                                                                   6505
17743    ANALISADOR DE ENERGIA ELÉTRICA                                                                      6625
17744    COMEDOURO                                                                                           3770
17745    SISTEMA DE IDENTIFICAÇÃO DE IMPRESSÕES DIGITAIS                                                     6350
17746    TRAVOPROSTA                                                                                         6505
17747    BOLA TREINAMENTO                                                                                    3770
17749    CESTO - USO LABORATÓRIO                                                                             6640
17750    CARRINHO - USO LABORATÓRIO                                                                          6530
17751    CASSETE                                                                                             6640
17752    PEITORAL TREINAMENTO ANIMAL                                                                         3770
17753    GRAMPO FIXAÇÃO                                                                                      8440
17754    IMPRESSORA FOTOGRÁFICA                                                                              6740
17756    PARICALCITOL                                                                                        6505
17757    CABAZITAXEL                                                                                         6505
17758    TOTEM IDENTIFICAÇÃO                                                                                 9905
17759    ÁCIDO BÓRICO                                                                                        6505
17760    RANIBIZUMABE                                                                                        6505
17762    CONJUNTO ATUALIZAÇÃO MICROCOMPUTADOR                                                                7025
17763    PÉ ARMÁRIO                                                                                          7125
17764    LOPINAVIR                                                                                           6505
17767    FITOMENADIONA                                                                                       6505
17768    BERÇO TRANSPORTE                                                                                    6640
17769    LEVOSIMENDANA                                                                                       6505
17770    CONJUNTO ACESSO PERCUTÂNEO                                                                          6515
17771    ENVOLTÓRIO FIXAÇÃO DE SENSOR EM Y                                                                   6515
17772    TOMADA                                                                                              9390
17773    COMPLEXO PROTROMBÍNICO                                                                              6505
17774    TRANSMISSOR PRESSÃO                                                                                 6685
17775    GRADE NIVELADORA                                                                                    3710
17776    CHAVE PARA AMACIADORA CARNE                                                                         7330
17777    BLOCO ESPATULAÇÃO                                                                                   6520
17778    ATAZANAVIR SULFATO                                                                                  6505
17779    TENOFOVIR                                                                                           6505
17780    TERIZIDONA                                                                                          6505
17781    LISADO BACTERIANO                                                                                   6505
17782    TESTADOR ISOLAÇÃO ALTA VOLTAGEM                                                                     5920
17783    LAMINADORA                                                                                          6695
17784    TAMPA PONTA                                                                                         6515
17785    FERMENTADOR                                                                                         6640
17786    FIXADOR DE CÂNULA DE TRAQUEOSTOMIA                                                                  6515
17787    ARTICAÍNA                                                                                           6505
17788    MOLIBDÊNIO                                                                                          6810
17789    CANETA MEMÓRIA                                                                                      7025
17790    ÁCIDO TRICLOROACÉTICO (TCA)                                                                         6505
17791    TOGA                                                                                                8405
17792    PONTA PARA SERINGA CENTRIX                                                                          6520
17793    GARFO PARA ASSADO                                                                                   7340
17794    TIQUETE                                                                                             7540
17795    ESCALA CORES                                                                                        9905
17796    CONJUNTO RETRAÇÃO GENGIVAL                                                                          6520
17797    SUPORTE COPA                                                                                        4510
17798    CATALISADOR QUÍMICO                                                                                 6810
17799    CATRACA ARAME                                                                                       5340
17800    SILENCIADOR DE ESCAPE                                                                               4730
17801    NUMERADOR PNEUS                                                                                     3611
17802    VARA DIRECIONAL                                                                                     5965
17803    MESA CANTO                                                                                          7110
17804    TRIFENILTETRAZÓLIO                                                                                  6810
17805    CONJUNTO VOLUTAS                                                                                    4130
17806    PRILOCAÍNA                                                                                          6505
17807    LIDOCAÍNA CLORIDRATO                                                                                6505
17808    DESPOLPADOR                                                                                         3605
17809    APARELHO COZIMENTO FIAMBRE                                                                          7310
17810    LAVA BOTAS                                                                                          3740
17811    ACESSÓRIO BIOMBO                                                                                    7105
17812    SUPORTE APARELHO AR CONDICIONADO                                                                    5670
17813    LEVODOPA                                                                                            6505
17814    BUTIL ESTANHO                                                                                       6810
17815    ANEL                                                                                                6640
17816    PONTA MONTADA                                                                                       6520
17817    FACA CABISTA                                                                                        5110
17818    OXALIPLATINA                                                                                        6505
17819    ACESSÓRIO SIRENE                                                                                    6350
17820    BLOCO VALE REFEIÇÃO                                                                                 7540
17821    IODOPOVIDONA (PVPI)                                                                                 6505
17823    ERIOCROMOCIANINA R                                                                                  6810
17824    STENT                                                                                               6515
17825    TENECTEPLASE                                                                                        6505
17826    SAMOVAR                                                                                             7330
17827    COLESTIRAMINA                                                                                       6505
17828    FLUFENAZINA                                                                                         6505
17829    CLORETO DE TITÂNIO                                                                                  6810
17830    PERCLORATO DE MAGNÉSIO                                                                              6810
17831    BASE DETECTOR FID (FLAME IONIZATION DETECTOR)                                                       6640
17832    ÁCIDO TRICLOROACÉTICO                                                                               6810
17833    GLICOSE                                                                                             6810
17834    DACLIZUMABE                                                                                         6505
17835    MANGIFERINA                                                                                         6810
17836    URNA                                                                                                7520
17837    ARABINOSE                                                                                           6810
17839    CINTA ISOLANTE                                                                                      9650
17840    SELO SEGURANÇA                                                                                      9650
17841    DEDEIRA                                                                                             6532
17842    FENILBUTAZONA                                                                                       6505
17843    SUMIDOURO                                                                                           4630
17844    COLCHÃO INFLÁVEL                                                                                    7195
17845    ÁLCOOL BUTÍLICO                                                                                     6810
17846    BLOCO DE INGRESSO PARA ENTRADA                                                                      7540
17847    ACETILACETONA                                                                                       6810
17848    CONJUNTO FORRAGEIRO                                                                                 3605
17849    TEMOZOLOMIDA                                                                                        6505
17850    CETILPIRIDÍNIO CLORETO                                                                              6505
17851    MEMANTINA                                                                                           6505
17852    NALTREXONA CLORIDRATO                                                                               6505
17853    VEDA PORTA                                                                                          5340
17854    IVERMECTINA                                                                                         6810
17855    SULFATO CÉRICO DE AMÔNIO                                                                            6810
17857    CLOXACILINA                                                                                         6509
17858    POLIMIXINA B                                                                                        6509
17859    MULTIVITAMÍNICO - USO VETERINÁRIO                                                                   6509
17860    OCITOCINA - USO VETERINÁRIO                                                                         6509
17861    TERBINAFINA CLORIDRATO                                                                              6505
17862    ROSIGLITAZONA                                                                                       6505
17863    TECLOZANA                                                                                           6505
17865    BOCAL DESCARTÁVEL                                                                                   6515
17866    SORO                                                                                                6509
17867    ÓTICA                                                                                               6515
17869    MENOTROPINA                                                                                         6505
17870    NAFARRELINA                                                                                         6505
17872    SILDENAFILA                                                                                         6505
17873    POLIACRILAMIDA                                                                                      6505
17874    CITIDINA                                                                                            6505
17875    SIBUTRAMINA                                                                                         6505
17877    RETENTOR UNIDADE REVELADORA                                                                         7045
17878    HEXAFLUORSILICATO                                                                                   6810
17879    PEPTÍDEO                                                                                            6550
17880    SORO                                                                                                6550
17881    UNIDADE DUPLEXADORA                                                                                 7025
17882    DEXAMETASONA                                                                                        6810
17883    CONDENSADOR GUTA PERCHA                                                                             6520
17884    CERA ODONTOLÓGICA                                                                                   6520
17885    ESOMEPRAZOL                                                                                         6505
17886    GLICOSAMINA                                                                                         6505
17887    DISPLAY MULTISONDAS                                                                                 6640
17888    PLACA CENTRAL TELEFÔNICA                                                                            5805
17889    MOTOR DIESEL                                                                                        2815
17890    DIVISOR RF                                                                                          7025
17891    AMIFOSTINA                                                                                          6505
17892    PORTA RECADO                                                                                        7520
17893    VALSARTANA                                                                                          6505
17895    DIMETIL-TIAZOLIL-DIFENIL-TETRAZÓLIO                                                                 6810
17896    MEXILETINA                                                                                          6505
17897    DOBESILATO DE CÁLCIO                                                                                6505
17898    DEXTROMETORFANO                                                                                     6505
17899    SULFETO DE SÓDIO                                                                                    6810
17900    BUTAMBENO                                                                                           6505
17901    CEFACLOR MONOIDRATO                                                                                 6505
17904    FLUOCORTOLONA                                                                                       6505
17906    TROPICAMIDA                                                                                         6505
17907    SULFATO DE ZINCO                                                                                    6505
17908    BETAXOLOL CLORIDRATO                                                                                6505
17909    DISPOSITIVO                                                                                         6515
17910    FRUTOSE                                                                                             6505
17911    CABINE SEGURANÇA BIOLÓGICA                                                                          6640
17913    PUNCH AÓRTICO                                                                                       6545
17914    ÁCIDO ACETILSALICÍLICO                                                                              6810
17915    CLORETO DE CÁLCIO                                                                                   6505
17916    LISINA CLONIXINATO                                                                                  6505
17917    GÁS NATURAL VEICULAR                                                                                6830
17918    FULVESTRANTO                                                                                        6505
17919    VACINA VETERINÁRIA                                                                                  6509
17922    CORTADOR PIZZA                                                                                      7330
17923    COMPRESSOR HERMÉTICO SCROLL                                                                         4310
17924    VÁLVULA SERVIÇO COMPRESSOR                                                                          4310
17925    MEDIDOR E BALANCEADOR VIBRAÇÕES                                                                     6695
17926    ALINHADOR POLIAS                                                                                    6695
17927    ANALISADOR VIBRAÇÕES                                                                                6695
17928    PRESSÔMETRO                                                                                         6695
17929    MEDIDOR VELOCIDADE PULSOS ULTRA-SÔNICOS                                                             6695
17930    CORTADOR HIDRÁULICO                                                                                 3449
17931    ESTAÇÃO TOTAL                                                                                       6695
17932    PENEIRADOR                                                                                          6695
17933    HEMOGASÔMETRO                                                                                       6515
17934    PEÇA DE REPOSIÇÃO P/YAG LASER                                                                       6515
17935    ÔMEGA 3                                                                                             8940
17936    DIPIRONA SÓDICA                                                                                     6810
17937    SISTEMA ELÉTRICO CORTE/PERFURAÇÃO ÓSSEA                                                             6515
17938    CETOCONAZOL                                                                                         6810
17939    FILTRO P/ MEDICAMENTOS                                                                              6515
17940    OTOFTALMOSCÓPIO                                                                                     6515
17942    ACEPROMAZINA                                                                                        6509
17944    PARAFUSO PEQUENOS FRAGMENTOS                                                                        6515
17945    LÂMINA                                                                                              3455
17946    CÉLULA CARGA                                                                                        6695
17951    CÂMARA FOTOGRÁFICA                                                                                  6720
